EXCHANGE%3DNSE
MARKET_OPEN_MINUTE=555
MARKET_CLOSE_MINUTE=930
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN
DATA=
TIMEZONE_OFFSET=330
272,1435,1435.45,1434.5,1435
273,1436.6,1437,1435.6,1435.6
274,1435,1435.9,1435,1435.9
275,1436.05,1436.9,1435.25,1436.9
276,1438.5,1440,1436.9,1436.9
277,1437.05,1437.7,1437.05,1437.7
278,1436.95,1437,1436.55,1436.55
279,1437.9,1438.5,1436.15,1436.15
280,1437,1437.9,1436.6,1437.9
281,1436.65,1437.55,1436.6,1436.6
282,1438,1438,1437,1437.45
283,1438.5,1438.5,1437.15,1438
284,1437,1438.9,1437,1438.3
285,1437.6,1438.4,1436.6,1437.8
286,1437.55,1438.5,1436.9,1436.9
287,1436.25,1438.15,1436.25,1437.45
288,1437.15,1437.75,1437.05,1437.05
289,1438.5,1438.5,1437.15,1437.75
290,1438,1438.2,1437.15,1437.15
291,1437.75,1438,1437.75,1438
292,1439,1439,1437.3,1437.3
293,1438.35,1439,1438.35,1439
294,1438,1438.85,1437.9,1438.35
295,1438.25,1438.85,1438,1438.25
296,1438.5,1438.85,1438,1438
297,1439.25,1439.9,1438.5,1438.5
298,1439,1439.25,1438.5,1439.25
299,1437.8,1439.35,1437.8,1438.35
300,1438.8,1439.05,1437,1439.05
301,1439.5,1439.5,1438.8,1439.1
302,1439.9,1440,1439,1439
303,1441.45,1441.45,1438.85,1439.9
304,1442,1443,1441.5,1441.5
305,1439,1441.3,1439,1441.3
306,1440.5,1440.7,1438.95,1440.7
307,1438,1440.7,1438,1440.3
308,1438.8,1438.9,1437.9,1438.8
309,1438.7,1439.4,1438.5,1438.8
310,1438,1438.75,1437.85,1438.55
311,1438,1438.5,1437.9,1437.9
312,1438,1439.35,1438,1438.4
313,1438.8,1439.25,1437.5,1438.5
314,1437.5,1438.8,1437.5,1438.8
315,1438.8,1439,1437.4,1437.5
316,1437.65,1439.4,1437.65,1439.4
317,1438.55,1439.4,1438.35,1438.35
318,1437,1439.35,1437,1438.55
319,1438,1438.85,1436.2,1436.5
320,1438.75,1438.8,1437.95,1438.5
321,1437.85,1438.95,1437.85,1438.75
